submission_number,authorization_pathway,final_decision_date,decision_year,decision_quarter,device_name,company_name,fda_panel,primary_product_code,authorization_detail_matched,detail_device_name,detail_applicant,date_received,review_days,decision_code,decision_description,clearance_type,third_party_flag,expedited_review_flag,denovo_request_type,predetermined_change_control_plan_authorized,statement_or_summary_available,classification_name,device_class,regulation_number,medical_specialty,medical_specialty_description,review_panel,implant_flag,life_sustain_support_flag,gmp_exempt_flag,classification_third_party_flag,summary_malfunction_reporting,linked_recall_records,linked_recall_events,open_recall_records,closed_recall_records,first_recall_initiated_date,latest_recall_initiated_date,days_to_first_recall,has_linked_recall,recall_linkage_method,source_snapshot_date,fda_ai_list_url
K251901,510(k),2026-03-05,2026,Q1,Magnifico Open (100009900),"Esaote, S.p.A.",Radiology,LNH,1,Magnifico Open (100009900),"Esaote, S.p.A.",2025-06-20,258,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252538,510(k),2026-03-05,2026,Q1,CEPHX3D,"Orca Dental AI , Ltd.",Radiology,QIH,1,CEPHX3D,"Orca Dental AI , Ltd.",2025-08-12,205,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253442,510(k),2026-03-05,2026,Q1,EarliPoint Assessment,Earlitec Diagnostics,Neurology,QPF,1,EarliPoint Assessment,Earlitec Diagnostics,2025-10-01,155,SESE,Substantially Equivalent,Traditional,N,,,,1,Pediatric Autism Spectrum Disorder Diagnosis Aid,2,882.1491,NE,Neurology,NE,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K260169,510(k),2026-03-05,2026,Q1,AV Cardiac CT,Philips Medical Systems Nederland B.V.,Radiology,JAK,1,AV Cardiac CT,Philips Medical Systems Nederland B.V.,2026-01-20,44,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253898,510(k),2026-03-04,2026,Q1,QT Scanner 2000 Model A,"QT Imaging Holdings, Inc.",Radiology,IYO,1,QT Scanner 2000 Model A,"QT Imaging Holdings, Inc.",2025-12-05,89,SESE,Substantially Equivalent,Special,N,,,,1,"System, Imaging, Pulsed Echo, Ultrasonic",2,892.1560,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253818,510(k),2026-03-03,2026,Q1,Annalise Enterprise,"Harrison-AI Medical Pty, Ltd.",Radiology,QAS,1,Annalise Enterprise,"Harrison-AI Medical Pty, Ltd.",2025-11-28,95,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
P250008,PMA,2026-03-03,2026,Q1,Claire™ OCT System,"Perimeter Medical Imaging Ai, Inc.",General and Plastic Surgery,SHH,1,Claire™ OCT System,"Perimeter Medical Imaging Ai, Inc.",2025-03-13,355,APPR,Approved,,,N,,,1,Oct Imaging System With Ai/Ml Software For Adjunctive Detection Of Breast Cancer,3,,,Unknown,SU,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253593,510(k),2026-03-02,2026,Q1,Clarius Ejection Fraction AI,Clarius Mobile Health Corp.,Radiology,QIH,1,Clarius Ejection Fraction AI,Clarius Mobile Health Corp.,2025-11-17,105,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253535,510(k),2026-02-27,2026,Q1,Ligence Heart,Ligence Uab,Radiology,QIH,1,Ligence Heart,Ligence Uab,2025-11-13,106,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253578,510(k),2026-02-26,2026,Q1,BriefCase-Triage: CARE Multi-Triage CT for Pneumothorax; Pericardial effusion; Large aortic aneurysm; Shoulder fracture or dislocation device,"Aidoc Medical , Ltd.",Radiology,QAS,1,BriefCase-Triage: CARE Multi-Triage CT for Pneumothorax; Pericardial effusion; Large aortic aneurysm; Shoulder fracture or dislocation device,"Aidoc Medical , Ltd.",2025-11-17,101,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K260217,510(k),2026-02-24,2026,Q1,AI Platform 2.2 (AIP002),Exo Imaging,Radiology,QIH,1,AI Platform 2.2 (AIP002),Exo Imaging,2026-01-23,32,SESE,Substantially Equivalent,Special,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253648,510(k),2026-02-23,2026,Q1,"Ingenia, Ingenia CX, Ingenia Elition S/X, Ingenia Ambition S/X, BlueSeal SE/XE/QE, MR 5300 and MR 7700 MR Systems including Upgrades",Philips Medical Systems Nederland B.V.,Radiology,LNH,1,"Ingenia, Ingenia CX, Ingenia Elition S/X, Ingenia Ambition S/X, BlueSeal SE/XE/QE, MR 5300 and MR 7700 MR Systems including Upgrades",Philips Medical Systems Nederland B.V.,2025-11-20,95,SESE,Substantially Equivalent,Abbreviated,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K260265,510(k),2026-02-23,2026,Q1,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,"Siemens Shenzhen Magnetic Resonance , Ltd.",Radiology,LNH,1,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,"Siemens Shenzhen Magnetic Resonance , Ltd.",2026-01-28,26,SESE,Substantially Equivalent,Special,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252500,510(k),2026-02-20,2026,Q1,CARA System,"Cara Medical, Ltd.",Radiology,OWB,1,CARA System,"Cara Medical, Ltd.",2025-08-08,196,SESE,Substantially Equivalent,Traditional,N,,,,1,Interventional Fluoroscopic X-Ray System,2,892.1650,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252972,510(k),2026-02-20,2026,Q1,CARTO™ 3 EP Navigation System V8.4,"Biosense Webster, Inc.",Cardiovascular,DQK,1,CARTO™ 3 EP Navigation System V8.4,"Biosense Webster, Inc.",2025-09-17,156,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252002,510(k),2026-02-19,2026,Q1,Monaco RTP System (6.3),Elekta Solutions AB,Radiology,MUJ,1,Monaco RTP System (6.3),Elekta Solutions AB,2025-06-27,237,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Planning, Radiation Therapy Treatment",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K250233,510(k),2026-02-13,2026,Q1,PreemptiveAI Clinical SDK,"Measure Labs, Inc. (Dba Preemptiveai, Inc.)",Cardiovascular,DXH,1,PreemptiveAI Clinical SDK,"Measure Labs, Inc. (Dba Preemptiveai, Inc.)",2025-01-27,382,SESE,Substantially Equivalent,Traditional,N,,,,1,"Transmitters And Receivers, Electrocardiograph, Telephone",2,870.2920,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253564,510(k),2026-02-13,2026,Q1,uMI Panvivo (uMI Panvivo); uMI Panvivo (uMI Panvivo S); uMI Panvivo (uMI Panvivo EX); uMI Panvivo (uMI Panvivo ES),"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,1,uMI Panvivo (uMI Panvivo); uMI Panvivo (uMI Panvivo S); uMI Panvivo (uMI Panvivo EX); uMI Panvivo (uMI Panvivo ES),"Shanghai United Imaging Healthcare Co., Ltd.",2025-11-17,88,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Tomography, Computed, Emission",2,892.1200,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253381,510(k),2026-02-12,2026,Q1,Stealth AXiS™ Surgical System with Stealth AXiS™ Spine clinical application,"Medtronic Navigation, Inc.",Neurology,OLO,1,Stealth AXiS™ Surgical System with Stealth AXiS™ Spine clinical application,"Medtronic Navigation, Inc.",2025-09-30,135,SESE,Substantially Equivalent,Traditional,N,,,,1,Orthopedic Stereotaxic Instrument,2,882.4560,NE,Neurology,OR,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
DEN250007,De Novo,2026-02-11,2026,Q1,Delivery Date AI,Ultrasound AI,Radiology,SHE,1,Delivery Date AI,ultrasound ai,2025-03-17,331,DENG,Granted,,,,Direct,N,0,Radiological Software System For Delivery Date Prediction,2,892.8200,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252084,510(k),2026-02-11,2026,Q1,AI4CMR v2.0,Ai4medimaging Medical Solutions S.A.,Radiology,QIH,1,AI4CMR v2.0,Ai4medimaging Medical Solutions S.A.,2025-07-02,224,SESE,Substantially Equivalent,Special,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K254016,510(k),2026-02-10,2026,Q1,MI View&GO,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,1,MI View&GO,"Siemens Medical Solutions USA, Inc.",2025-12-15,57,SESE,Substantially Equivalent,Special,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K243348,510(k),2026-02-06,2026,Q1,Athelas Home,"Athelas, Inc.",Hematology,GKZ,1,Athelas Home,"Athelas, Inc.",2024-10-28,466,SESE,Substantially Equivalent,Traditional,N,,,,1,"Counter, Differential Cell",2,864.5220,HE,Hematology,HE,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251218,510(k),2026-02-06,2026,Q1,SafeBeat Rx App,"SafeBeat Rx, Inc.",Cardiovascular,DQK,1,SafeBeat Rx App,"SafeBeat Rx, Inc.",2025-04-21,291,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251474,510(k),2026-02-06,2026,Q1,Median LCS (internal name) / eyonis LCS (trade name) (1.0),Median Technologies,Radiology,QDQ,1,Median LCS (internal name) / eyonis LCS (trade name) (1.0),Median Technologies,2025-05-13,269,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252076,510(k),2026-02-06,2026,Q1,Kneevoice Cartilage Evaluation System (750-3600-001),"Kneevoice, Inc.",Cardiovascular,DQD,1,Kneevoice Cartilage Evaluation System (750-3600-001),"Kneevoice, Inc.",2025-07-02,219,SESE,Substantially Equivalent,Traditional,N,,,,1,"Stethoscope, Electronic",2,870.1875,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253780,510(k),2026-02-06,2026,Q1,SIGNA™ Bolt,"Ge Medical Systems, LLC",Radiology,LNH,1,SIGNA™ Bolt,"Ge Medical Systems, LLC",2025-11-26,72,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253779,510(k),2026-02-05,2026,Q1,SIGNA™ Sprint Select,"Ge Medical Systems, LLC",Radiology,LNH,1,SIGNA™ Sprint Select,"Ge Medical Systems, LLC",2025-11-26,71,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K260104,510(k),2026-02-04,2026,Q1,Signature™ ONE System,Orthosoft Inc. (d/b/a) Zimmer CAS,Orthopedic,QHE,1,Signature™ ONE System,Orthosoft Inc. (d/b/a) Zimmer CAS,2026-01-13,22,SESE,Substantially Equivalent,Special,N,,,,1,Shoulder Arthroplasty Implantation System,2,888.3660,OR,Orthopedic,OR,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251200,510(k),2026-02-02,2026,Q1,Vital Signs,Oxehealth Limited,Cardiovascular,QME,1,Vital Signs,Oxehealth Limited,2025-04-18,290,SESE,Substantially Equivalent,Traditional,N,,,,1,"Software For Optical Camera-Based Measurement Of Pulse Rate, Heart Rate, Breathing Rate, And/Or Respiratory Rate",2,870.2785,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251769,510(k),2026-01-30,2026,Q1,RevealAI-Lung,"Precision Medical Ventures, Inc. Dba Revealdx",Radiology,POK,1,RevealAI-Lung,"Precision Medical Ventures, Inc. Dba Revealdx",2025-06-10,234,SESE,Substantially Equivalent,Traditional,N,,,,1,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,2,892.2060,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252091,510(k),2026-01-29,2026,Q1,Surgical Reality Viewer,Medicalvr B.V.,Radiology,QIH,1,Surgical Reality Viewer,Medicalvr B.V.,2025-07-03,210,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252496,510(k),2026-01-29,2026,Q1,Neurophet AQUA AD Plus,"Neurophet., Inc.",Radiology,QIH,1,Neurophet AQUA AD Plus,"Neurophet., Inc.",2025-08-08,174,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251306,510(k),2026-01-28,2026,Q1,Seg Pro V3 (RT-300),"Ever Fortune.Ai, Co., Ltd.",Radiology,QKB,1,Seg Pro V3 (RT-300),"Ever Fortune.Ai, Co., Ltd.",2025-04-28,275,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251195,510(k),2026-01-27,2026,Q1,BriefCase-Triage,"Aidoc Medical , Ltd.",Radiology,QAS,1,BriefCase-Triage,"Aidoc Medical , Ltd.",2025-04-17,285,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K243349,510(k),2026-01-23,2026,Q1,BodyGuardian Remote Monitoring System (BGRMS v3.0),"Boston Scientific Cardiac Diagnostic Technologies, Inc.",Cardiovascular,DSI,1,BodyGuardian Remote Monitoring System (BGRMS v3.0),"Boston Scientific Cardiac Diagnostic Technologies, Inc.",2024-10-28,452,SESE,Substantially Equivalent,Traditional,N,,,,1,"Detector And Alarm, Arrhythmia",2,870.1025,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251351,510(k),2026-01-23,2026,Q1,AccuContour 4.0,"Manteia Technologies Co., Ltd.",Radiology,QKB,1,AccuContour 4.0,"Manteia Technologies Co., Ltd.",2025-04-30,268,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251511,510(k),2026-01-22,2026,Q1,PhenoMATRIX,Copan Wasp Srl,Microbiology,PPU,1,PhenoMATRIX,Copan Wasp Srl,2025-05-16,251,SESE,Substantially Equivalent,Traditional,N,,,,1,Microbial Colony Image Assessment System,2,866.2190,MI,Microbiology,MI,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252984,510(k),2026-01-22,2026,Q1,Perin Health System (PHD80060-2),"Perin Health Devices, LLC",Cardiovascular,DRG,1,Perin Health System (PHD80060-2),"Perin Health Devices, LLC",2025-09-18,126,SESE,Substantially Equivalent,Traditional,N,,,,1,"Transmitters And Receivers, Physiological Signal, Radiofrequency",2,870.2910,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253057,510(k),2026-01-22,2026,Q1,AI-Rad Companion Brain MR,Siemens Healthcare GmbH,Radiology,QIH,1,AI-Rad Companion Brain MR,Siemens Healthcare GmbH,2025-09-22,122,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253735,510(k),2026-01-22,2026,Q1,AV Vascular,Philips Medical Systems Nederland B.V.,Radiology,QIH,1,AV Vascular,Philips Medical Systems Nederland B.V.,2025-11-24,59,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253173,510(k),2026-01-20,2026,Q1,uCT 780 with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,1,uCT 780 with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",2025-09-26,116,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251934,510(k),2026-01-16,2026,Q1,qXR-Detect,Qure.Ai Technologies,Radiology,MYN,1,qXR-Detect,Qure.Ai Technologies,2025-06-24,206,SESE,Substantially Equivalent,Traditional,N,,,,1,"Analyzer, Medical Image",2,892.2070,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252634,510(k),2026-01-16,2026,Q1,Imagine® Enterprise Suite,Softlink International Private Limited,Radiology,QIH,1,Imagine® Enterprise Suite,Softlink International Private Limited,2025-08-20,149,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252188,510(k),2026-01-15,2026,Q1,EMLA (Elekta Evo); EMLA (VersaHD); EMLA (Elekta Harmony Pro); EMLA (Elekta Infintiy); EMLA (Elekta Harmony); EMLA (Elekta Synergy),Elekta Solutions AB,Radiology,IYE,1,EMLA (Elekta Evo); EMLA (VersaHD); EMLA (Elekta Harmony Pro); EMLA (Elekta Infintiy); EMLA (Elekta Harmony); EMLA (Elekta Synergy),Elekta Solutions AB,2025-07-14,185,SESE,Substantially Equivalent,Traditional,N,,,,1,"Accelerator, Linear, Medical",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252934,510(k),2026-01-15,2026,Q1,Diagnocat,"DGNCT, LLC",Radiology,MYN,1,Diagnocat,"DGNCT, LLC",2025-09-15,122,SESE,Substantially Equivalent,Traditional,N,,,,1,"Analyzer, Medical Image",2,892.2070,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K253023,510(k),2026-01-15,2026,Q1,BIOGRAPH One,Siemens Healthineers AG,Radiology,OUO,1,BIOGRAPH One,Siemens Healthineers AG,2025-09-19,118,SESE,Substantially Equivalent,Traditional,N,,,,1,Tomographic Imager Combining Emission Computed Tomography With Nuclear Magnetic Resonance,2,892.1200,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K254001,510(k),2026-01-13,2026,Q1,VERITON CT 300 Series Digital SPECT/CT System (VERITON CT 316/364); VERITON CT 400 Series Digital SPECT/CT System (VERITON CT 416/464),"Spectrum Dynamics Medical, Ltd.",Radiology,KPS,1,VERITON CT 300 Series Digital SPECT/CT System (VERITON CT 316/364); VERITON CT 400 Series Digital SPECT/CT System (VERITON CT 416/464),"Spectrum Dynamics Medical, Ltd.",2025-12-15,29,SESE,Substantially Equivalent,Special,N,,,,1,"System, Tomography, Computed, Emission",2,892.1200,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K251558,510(k),2026-01-12,2026,Q1,Precision AI Surgical Planning System (PAI-SPS),"Precision AI Pty, Ltd.",Orthopedic,QHE,1,Precision AI Surgical Planning System (PAI-SPS),"Precision AI Pty, Ltd.",2025-05-21,236,SESE,Substantially Equivalent,Traditional,N,,,,1,Shoulder Arthroplasty Implantation System,2,888.3660,OR,Orthopedic,OR,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K252842,510(k),2026-01-11,2026,Q1,SafeOp 3: Neural Informatix System,"Alphatec Spine, Inc.",Neurology,GWF,1,SafeOp 3: Neural Informatix System,"Alphatec Spine, Inc.",2025-09-08,125,SESE,Substantially Equivalent,Traditional,N,,,,1,"Stimulator, Electrical, Evoked Response",2,882.1870,NE,Neurology,NE,N,N,N,Y,Eligible,1,1,1,0,2026-05-13,2026-05-13,122.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
